"Row","Group","Emoji","Name","Code Point","Windows Input","HTML Entity","macOS Input"
"2184","People & Body","🧗🏽‍♂️","E5.0 man climbing: medium skin tone","U+1F9D7 U+1F3FD U+200D U+2642 U+FE0F","Type 1F9D71F3FD200D2642FE0F, then Alt+X","&#x1F9D7; &#x1F3FD; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2185","People & Body","🧗🏽‍♂","E5.0 man climbing: medium skin tone","U+1F9D7 U+1F3FD U+200D U+2642","Type 1F9D71F3FD200D2642, then Alt+X","&#x1F9D7; &#x1F3FD; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2186","People & Body","🧗🏾‍♂️","E5.0 man climbing: medium-dark skin tone","U+1F9D7 U+1F3FE U+200D U+2642 U+FE0F","Type 1F9D71F3FE200D2642FE0F, then Alt+X","&#x1F9D7; &#x1F3FE; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2187","People & Body","🧗🏾‍♂","E5.0 man climbing: medium-dark skin tone","U+1F9D7 U+1F3FE U+200D U+2642","Type 1F9D71F3FE200D2642, then Alt+X","&#x1F9D7; &#x1F3FE; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2188","People & Body","🧗🏿‍♂️","E5.0 man climbing: dark skin tone","U+1F9D7 U+1F3FF U+200D U+2642 U+FE0F","Type 1F9D71F3FF200D2642FE0F, then Alt+X","&#x1F9D7; &#x1F3FF; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2189","People & Body","🧗🏿‍♂","E5.0 man climbing: dark skin tone","U+1F9D7 U+1F3FF U+200D U+2642","Type 1F9D71F3FF200D2642, then Alt+X","&#x1F9D7; &#x1F3FF; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2190","People & Body","🧗‍♀️","E5.0 woman climbing","U+1F9D7 U+200D U+2640 U+FE0F","Type 1F9D7200D2640FE0F, then Alt+X","&#x1F9D7; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2191","People & Body","🧗‍♀","E5.0 woman climbing","U+1F9D7 U+200D U+2640","Type 1F9D7200D2640, then Alt+X","&#x1F9D7; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2192","People & Body","🧗🏻‍♀️","E5.0 woman climbing: light skin tone","U+1F9D7 U+1F3FB U+200D U+2640 U+FE0F","Type 1F9D71F3FB200D2640FE0F, then Alt+X","&#x1F9D7; &#x1F3FB; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2193","People & Body","🧗🏻‍♀","E5.0 woman climbing: light skin tone","U+1F9D7 U+1F3FB U+200D U+2640","Type 1F9D71F3FB200D2640, then Alt+X","&#x1F9D7; &#x1F3FB; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2194","People & Body","🧗🏼‍♀️","E5.0 woman climbing: medium-light skin tone","U+1F9D7 U+1F3FC U+200D U+2640 U+FE0F","Type 1F9D71F3FC200D2640FE0F, then Alt+X","&#x1F9D7; &#x1F3FC; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2195","People & Body","🧗🏼‍♀","E5.0 woman climbing: medium-light skin tone","U+1F9D7 U+1F3FC U+200D U+2640","Type 1F9D71F3FC200D2640, then Alt+X","&#x1F9D7; &#x1F3FC; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2196","People & Body","🧗🏽‍♀️","E5.0 woman climbing: medium skin tone","U+1F9D7 U+1F3FD U+200D U+2640 U+FE0F","Type 1F9D71F3FD200D2640FE0F, then Alt+X","&#x1F9D7; &#x1F3FD; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2197","People & Body","🧗🏽‍♀","E5.0 woman climbing: medium skin tone","U+1F9D7 U+1F3FD U+200D U+2640","Type 1F9D71F3FD200D2640, then Alt+X","&#x1F9D7; &#x1F3FD; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2198","People & Body","🧗🏾‍♀️","E5.0 woman climbing: medium-dark skin tone","U+1F9D7 U+1F3FE U+200D U+2640 U+FE0F","Type 1F9D71F3FE200D2640FE0F, then Alt+X","&#x1F9D7; &#x1F3FE; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2199","People & Body","🧗🏾‍♀","E5.0 woman climbing: medium-dark skin tone","U+1F9D7 U+1F3FE U+200D U+2640","Type 1F9D71F3FE200D2640, then Alt+X","&#x1F9D7; &#x1F3FE; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2200","People & Body","🧗🏿‍♀️","E5.0 woman climbing: dark skin tone","U+1F9D7 U+1F3FF U+200D U+2640 U+FE0F","Type 1F9D71F3FF200D2640FE0F, then Alt+X","&#x1F9D7; &#x1F3FF; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2201","People & Body","🧗🏿‍♀","E5.0 woman climbing: dark skin tone","U+1F9D7 U+1F3FF U+200D U+2640","Type 1F9D71F3FF200D2640, then Alt+X","&#x1F9D7; &#x1F3FF; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2202","People & Body","🤺","E3.0 person fencing","U+1F93A","Type 1F93A, then Alt+X","&#x1F93A;","⌃⌘Space → type name and select"
"2203","People & Body","🏇","E1.0 horse racing","U+1F3C7","Type 1F3C7, then Alt+X","&#x1F3C7;","⌃⌘Space → type name and select"
"2204","People & Body","🏇🏻","E1.0 horse racing: light skin tone","U+1F3C7 U+1F3FB","Type 1F3C71F3FB, then Alt+X","&#x1F3C7; &#x1F3FB;","⌃⌘Space → type name and select"
"2205","People & Body","🏇🏼","E1.0 horse racing: medium-light skin tone","U+1F3C7 U+1F3FC","Type 1F3C71F3FC, then Alt+X","&#x1F3C7; &#x1F3FC;","⌃⌘Space → type name and select"
"2206","People & Body","🏇🏽","E1.0 horse racing: medium skin tone","U+1F3C7 U+1F3FD","Type 1F3C71F3FD, then Alt+X","&#x1F3C7; &#x1F3FD;","⌃⌘Space → type name and select"
"2207","People & Body","🏇🏾","E1.0 horse racing: medium-dark skin tone","U+1F3C7 U+1F3FE","Type 1F3C71F3FE, then Alt+X","&#x1F3C7; &#x1F3FE;","⌃⌘Space → type name and select"
"2208","People & Body","🏇🏿","E1.0 horse racing: dark skin tone","U+1F3C7 U+1F3FF","Type 1F3C71F3FF, then Alt+X","&#x1F3C7; &#x1F3FF;","⌃⌘Space → type name and select"
"2209","People & Body","⛷️","E0.7 skier","U+26F7 U+FE0F","Type 26F7FE0F, then Alt+X","&#x26F7; &#xFE0F;","⌃⌘Space → type name and select"
"2210","People & Body","⛷","E0.7 skier","U+26F7","Type 26F7, then Alt+X","&#x26F7;","⌃⌘Space → type name and select"
"2211","People & Body","🏂","E0.6 snowboarder","U+1F3C2","Type 1F3C2, then Alt+X","&#x1F3C2;","⌃⌘Space → type name and select"
"2212","People & Body","🏂🏻","E1.0 snowboarder: light skin tone","U+1F3C2 U+1F3FB","Type 1F3C21F3FB, then Alt+X","&#x1F3C2; &#x1F3FB;","⌃⌘Space → type name and select"
"2213","People & Body","🏂🏼","E1.0 snowboarder: medium-light skin tone","U+1F3C2 U+1F3FC","Type 1F3C21F3FC, then Alt+X","&#x1F3C2; &#x1F3FC;","⌃⌘Space → type name and select"
"2214","People & Body","🏂🏽","E1.0 snowboarder: medium skin tone","U+1F3C2 U+1F3FD","Type 1F3C21F3FD, then Alt+X","&#x1F3C2; &#x1F3FD;","⌃⌘Space → type name and select"
"2215","People & Body","🏂🏾","E1.0 snowboarder: medium-dark skin tone","U+1F3C2 U+1F3FE","Type 1F3C21F3FE, then Alt+X","&#x1F3C2; &#x1F3FE;","⌃⌘Space → type name and select"
"2216","People & Body","🏂🏿","E1.0 snowboarder: dark skin tone","U+1F3C2 U+1F3FF","Type 1F3C21F3FF, then Alt+X","&#x1F3C2; &#x1F3FF;","⌃⌘Space → type name and select"
"2217","People & Body","🏌️","E0.7 person golfing","U+1F3CC U+FE0F","Type 1F3CCFE0F, then Alt+X","&#x1F3CC; &#xFE0F;","⌃⌘Space → type name and select"
"2218","People & Body","🏌","E0.7 person golfing","U+1F3CC","Type 1F3CC, then Alt+X","&#x1F3CC;","⌃⌘Space → type name and select"
"2219","People & Body","🏌🏻","E4.0 person golfing: light skin tone","U+1F3CC U+1F3FB","Type 1F3CC1F3FB, then Alt+X","&#x1F3CC; &#x1F3FB;","⌃⌘Space → type name and select"
"2220","People & Body","🏌🏼","E4.0 person golfing: medium-light skin tone","U+1F3CC U+1F3FC","Type 1F3CC1F3FC, then Alt+X","&#x1F3CC; &#x1F3FC;","⌃⌘Space → type name and select"
"2221","People & Body","🏌🏽","E4.0 person golfing: medium skin tone","U+1F3CC U+1F3FD","Type 1F3CC1F3FD, then Alt+X","&#x1F3CC; &#x1F3FD;","⌃⌘Space → type name and select"
"2222","People & Body","🏌🏾","E4.0 person golfing: medium-dark skin tone","U+1F3CC U+1F3FE","Type 1F3CC1F3FE, then Alt+X","&#x1F3CC; &#x1F3FE;","⌃⌘Space → type name and select"
"2223","People & Body","🏌🏿","E4.0 person golfing: dark skin tone","U+1F3CC U+1F3FF","Type 1F3CC1F3FF, then Alt+X","&#x1F3CC; &#x1F3FF;","⌃⌘Space → type name and select"
"2224","People & Body","🏌️‍♂️","E4.0 man golfing","U+1F3CC U+FE0F U+200D U+2642 U+FE0F","Type 1F3CCFE0F200D2642FE0F, then Alt+X","&#x1F3CC; &#xFE0F; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2225","People & Body","🏌‍♂️","E4.0 man golfing","U+1F3CC U+200D U+2642 U+FE0F","Type 1F3CC200D2642FE0F, then Alt+X","&#x1F3CC; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2226","People & Body","🏌️‍♂","E4.0 man golfing","U+1F3CC U+FE0F U+200D U+2642","Type 1F3CCFE0F200D2642, then Alt+X","&#x1F3CC; &#xFE0F; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2227","People & Body","🏌‍♂","E4.0 man golfing","U+1F3CC U+200D U+2642","Type 1F3CC200D2642, then Alt+X","&#x1F3CC; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2228","People & Body","🏌🏻‍♂️","E4.0 man golfing: light skin tone","U+1F3CC U+1F3FB U+200D U+2642 U+FE0F","Type 1F3CC1F3FB200D2642FE0F, then Alt+X","&#x1F3CC; &#x1F3FB; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2229","People & Body","🏌🏻‍♂","E4.0 man golfing: light skin tone","U+1F3CC U+1F3FB U+200D U+2642","Type 1F3CC1F3FB200D2642, then Alt+X","&#x1F3CC; &#x1F3FB; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2230","People & Body","🏌🏼‍♂️","E4.0 man golfing: medium-light skin tone","U+1F3CC U+1F3FC U+200D U+2642 U+FE0F","Type 1F3CC1F3FC200D2642FE0F, then Alt+X","&#x1F3CC; &#x1F3FC; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2231","People & Body","🏌🏼‍♂","E4.0 man golfing: medium-light skin tone","U+1F3CC U+1F3FC U+200D U+2642","Type 1F3CC1F3FC200D2642, then Alt+X","&#x1F3CC; &#x1F3FC; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2232","People & Body","🏌🏽‍♂️","E4.0 man golfing: medium skin tone","U+1F3CC U+1F3FD U+200D U+2642 U+FE0F","Type 1F3CC1F3FD200D2642FE0F, then Alt+X","&#x1F3CC; &#x1F3FD; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2233","People & Body","🏌🏽‍♂","E4.0 man golfing: medium skin tone","U+1F3CC U+1F3FD U+200D U+2642","Type 1F3CC1F3FD200D2642, then Alt+X","&#x1F3CC; &#x1F3FD; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2234","People & Body","🏌🏾‍♂️","E4.0 man golfing: medium-dark skin tone","U+1F3CC U+1F3FE U+200D U+2642 U+FE0F","Type 1F3CC1F3FE200D2642FE0F, then Alt+X","&#x1F3CC; &#x1F3FE; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2235","People & Body","🏌🏾‍♂","E4.0 man golfing: medium-dark skin tone","U+1F3CC U+1F3FE U+200D U+2642","Type 1F3CC1F3FE200D2642, then Alt+X","&#x1F3CC; &#x1F3FE; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2236","People & Body","🏌🏿‍♂️","E4.0 man golfing: dark skin tone","U+1F3CC U+1F3FF U+200D U+2642 U+FE0F","Type 1F3CC1F3FF200D2642FE0F, then Alt+X","&#x1F3CC; &#x1F3FF; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2237","People & Body","🏌🏿‍♂","E4.0 man golfing: dark skin tone","U+1F3CC U+1F3FF U+200D U+2642","Type 1F3CC1F3FF200D2642, then Alt+X","&#x1F3CC; &#x1F3FF; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2238","People & Body","🏌️‍♀️","E4.0 woman golfing","U+1F3CC U+FE0F U+200D U+2640 U+FE0F","Type 1F3CCFE0F200D2640FE0F, then Alt+X","&#x1F3CC; &#xFE0F; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2239","People & Body","🏌‍♀️","E4.0 woman golfing","U+1F3CC U+200D U+2640 U+FE0F","Type 1F3CC200D2640FE0F, then Alt+X","&#x1F3CC; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2240","People & Body","🏌️‍♀","E4.0 woman golfing","U+1F3CC U+FE0F U+200D U+2640","Type 1F3CCFE0F200D2640, then Alt+X","&#x1F3CC; &#xFE0F; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2241","People & Body","🏌‍♀","E4.0 woman golfing","U+1F3CC U+200D U+2640","Type 1F3CC200D2640, then Alt+X","&#x1F3CC; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2242","People & Body","🏌🏻‍♀️","E4.0 woman golfing: light skin tone","U+1F3CC U+1F3FB U+200D U+2640 U+FE0F","Type 1F3CC1F3FB200D2640FE0F, then Alt+X","&#x1F3CC; &#x1F3FB; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2243","People & Body","🏌🏻‍♀","E4.0 woman golfing: light skin tone","U+1F3CC U+1F3FB U+200D U+2640","Type 1F3CC1F3FB200D2640, then Alt+X","&#x1F3CC; &#x1F3FB; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2244","People & Body","🏌🏼‍♀️","E4.0 woman golfing: medium-light skin tone","U+1F3CC U+1F3FC U+200D U+2640 U+FE0F","Type 1F3CC1F3FC200D2640FE0F, then Alt+X","&#x1F3CC; &#x1F3FC; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2245","People & Body","🏌🏼‍♀","E4.0 woman golfing: medium-light skin tone","U+1F3CC U+1F3FC U+200D U+2640","Type 1F3CC1F3FC200D2640, then Alt+X","&#x1F3CC; &#x1F3FC; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2246","People & Body","🏌🏽‍♀️","E4.0 woman golfing: medium skin tone","U+1F3CC U+1F3FD U+200D U+2640 U+FE0F","Type 1F3CC1F3FD200D2640FE0F, then Alt+X","&#x1F3CC; &#x1F3FD; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2247","People & Body","🏌🏽‍♀","E4.0 woman golfing: medium skin tone","U+1F3CC U+1F3FD U+200D U+2640","Type 1F3CC1F3FD200D2640, then Alt+X","&#x1F3CC; &#x1F3FD; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2248","People & Body","🏌🏾‍♀️","E4.0 woman golfing: medium-dark skin tone","U+1F3CC U+1F3FE U+200D U+2640 U+FE0F","Type 1F3CC1F3FE200D2640FE0F, then Alt+X","&#x1F3CC; &#x1F3FE; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2249","People & Body","🏌🏾‍♀","E4.0 woman golfing: medium-dark skin tone","U+1F3CC U+1F3FE U+200D U+2640","Type 1F3CC1F3FE200D2640, then Alt+X","&#x1F3CC; &#x1F3FE; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2250","People & Body","🏌🏿‍♀️","E4.0 woman golfing: dark skin tone","U+1F3CC U+1F3FF U+200D U+2640 U+FE0F","Type 1F3CC1F3FF200D2640FE0F, then Alt+X","&#x1F3CC; &#x1F3FF; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2251","People & Body","🏌🏿‍♀","E4.0 woman golfing: dark skin tone","U+1F3CC U+1F3FF U+200D U+2640","Type 1F3CC1F3FF200D2640, then Alt+X","&#x1F3CC; &#x1F3FF; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2252","People & Body","🏄","E0.6 person surfing","U+1F3C4","Type 1F3C4, then Alt+X","&#x1F3C4;","⌃⌘Space → type name and select"
"2253","People & Body","🏄🏻","E1.0 person surfing: light skin tone","U+1F3C4 U+1F3FB","Type 1F3C41F3FB, then Alt+X","&#x1F3C4; &#x1F3FB;","⌃⌘Space → type name and select"
"2254","People & Body","🏄🏼","E1.0 person surfing: medium-light skin tone","U+1F3C4 U+1F3FC","Type 1F3C41F3FC, then Alt+X","&#x1F3C4; &#x1F3FC;","⌃⌘Space → type name and select"
"2255","People & Body","🏄🏽","E1.0 person surfing: medium skin tone","U+1F3C4 U+1F3FD","Type 1F3C41F3FD, then Alt+X","&#x1F3C4; &#x1F3FD;","⌃⌘Space → type name and select"
"2256","People & Body","🏄🏾","E1.0 person surfing: medium-dark skin tone","U+1F3C4 U+1F3FE","Type 1F3C41F3FE, then Alt+X","&#x1F3C4; &#x1F3FE;","⌃⌘Space → type name and select"
"2257","People & Body","🏄🏿","E1.0 person surfing: dark skin tone","U+1F3C4 U+1F3FF","Type 1F3C41F3FF, then Alt+X","&#x1F3C4; &#x1F3FF;","⌃⌘Space → type name and select"
"2258","People & Body","🏄‍♂️","E4.0 man surfing","U+1F3C4 U+200D U+2642 U+FE0F","Type 1F3C4200D2642FE0F, then Alt+X","&#x1F3C4; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2259","People & Body","🏄‍♂","E4.0 man surfing","U+1F3C4 U+200D U+2642","Type 1F3C4200D2642, then Alt+X","&#x1F3C4; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2260","People & Body","🏄🏻‍♂️","E4.0 man surfing: light skin tone","U+1F3C4 U+1F3FB U+200D U+2642 U+FE0F","Type 1F3C41F3FB200D2642FE0F, then Alt+X","&#x1F3C4; &#x1F3FB; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2261","People & Body","🏄🏻‍♂","E4.0 man surfing: light skin tone","U+1F3C4 U+1F3FB U+200D U+2642","Type 1F3C41F3FB200D2642, then Alt+X","&#x1F3C4; &#x1F3FB; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2262","People & Body","🏄🏼‍♂️","E4.0 man surfing: medium-light skin tone","U+1F3C4 U+1F3FC U+200D U+2642 U+FE0F","Type 1F3C41F3FC200D2642FE0F, then Alt+X","&#x1F3C4; &#x1F3FC; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2263","People & Body","🏄🏼‍♂","E4.0 man surfing: medium-light skin tone","U+1F3C4 U+1F3FC U+200D U+2642","Type 1F3C41F3FC200D2642, then Alt+X","&#x1F3C4; &#x1F3FC; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2264","People & Body","🏄🏽‍♂️","E4.0 man surfing: medium skin tone","U+1F3C4 U+1F3FD U+200D U+2642 U+FE0F","Type 1F3C41F3FD200D2642FE0F, then Alt+X","&#x1F3C4; &#x1F3FD; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2265","People & Body","🏄🏽‍♂","E4.0 man surfing: medium skin tone","U+1F3C4 U+1F3FD U+200D U+2642","Type 1F3C41F3FD200D2642, then Alt+X","&#x1F3C4; &#x1F3FD; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2266","People & Body","🏄🏾‍♂️","E4.0 man surfing: medium-dark skin tone","U+1F3C4 U+1F3FE U+200D U+2642 U+FE0F","Type 1F3C41F3FE200D2642FE0F, then Alt+X","&#x1F3C4; &#x1F3FE; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2267","People & Body","🏄🏾‍♂","E4.0 man surfing: medium-dark skin tone","U+1F3C4 U+1F3FE U+200D U+2642","Type 1F3C41F3FE200D2642, then Alt+X","&#x1F3C4; &#x1F3FE; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2268","People & Body","🏄🏿‍♂️","E4.0 man surfing: dark skin tone","U+1F3C4 U+1F3FF U+200D U+2642 U+FE0F","Type 1F3C41F3FF200D2642FE0F, then Alt+X","&#x1F3C4; &#x1F3FF; &#x200D; &#x2642; &#xFE0F;","⌃⌘Space → type name and select"
"2269","People & Body","🏄🏿‍♂","E4.0 man surfing: dark skin tone","U+1F3C4 U+1F3FF U+200D U+2642","Type 1F3C41F3FF200D2642, then Alt+X","&#x1F3C4; &#x1F3FF; &#x200D; &#x2642;","⌃⌘Space → type name and select"
"2270","People & Body","🏄‍♀️","E4.0 woman surfing","U+1F3C4 U+200D U+2640 U+FE0F","Type 1F3C4200D2640FE0F, then Alt+X","&#x1F3C4; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2271","People & Body","🏄‍♀","E4.0 woman surfing","U+1F3C4 U+200D U+2640","Type 1F3C4200D2640, then Alt+X","&#x1F3C4; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2272","People & Body","🏄🏻‍♀️","E4.0 woman surfing: light skin tone","U+1F3C4 U+1F3FB U+200D U+2640 U+FE0F","Type 1F3C41F3FB200D2640FE0F, then Alt+X","&#x1F3C4; &#x1F3FB; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2273","People & Body","🏄🏻‍♀","E4.0 woman surfing: light skin tone","U+1F3C4 U+1F3FB U+200D U+2640","Type 1F3C41F3FB200D2640, then Alt+X","&#x1F3C4; &#x1F3FB; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2274","People & Body","🏄🏼‍♀️","E4.0 woman surfing: medium-light skin tone","U+1F3C4 U+1F3FC U+200D U+2640 U+FE0F","Type 1F3C41F3FC200D2640FE0F, then Alt+X","&#x1F3C4; &#x1F3FC; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2275","People & Body","🏄🏼‍♀","E4.0 woman surfing: medium-light skin tone","U+1F3C4 U+1F3FC U+200D U+2640","Type 1F3C41F3FC200D2640, then Alt+X","&#x1F3C4; &#x1F3FC; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2276","People & Body","🏄🏽‍♀️","E4.0 woman surfing: medium skin tone","U+1F3C4 U+1F3FD U+200D U+2640 U+FE0F","Type 1F3C41F3FD200D2640FE0F, then Alt+X","&#x1F3C4; &#x1F3FD; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2277","People & Body","🏄🏽‍♀","E4.0 woman surfing: medium skin tone","U+1F3C4 U+1F3FD U+200D U+2640","Type 1F3C41F3FD200D2640, then Alt+X","&#x1F3C4; &#x1F3FD; &#x200D; &#x2640;","⌃⌘Space → type name and select"
"2278","People & Body","🏄🏾‍♀️","E4.0 woman surfing: medium-dark skin tone","U+1F3C4 U+1F3FE U+200D U+2640 U+FE0F","Type 1F3C41F3FE200D2640FE0F, then Alt+X","&#x1F3C4; &#x1F3FE; &#x200D; &#x2640; &#xFE0F;","⌃⌘Space → type name and select"
"2279","People & Body","🏄🏾‍♀","E4.0 woman surfing: medium-dark skin tone","U+1F3C4 U+1F3FE U+200D U+2640","Type 1F3C41F3FE200D2640, then Alt+X","&#x1F3C4; &#x1F3FE; &#x200D; &#x2640;","⌃⌘Space → type name and select"
